Objectid,Year,County,City,Employment,Labor_Force,Unemployment,Unemployment_Rate,Source
2389,2014,Alameda,Fremont,108408,113658,5241,0.0462,CA EDD Local Area Unemployment Statistics (LAUS)
2390,2014,Alameda,Hayward,70033,76291,6266,0.082,CA EDD Local Area Unemployment Statistics (LAUS)
2391,2014,Alameda,Livermore,43591,45400,1816,0.04,CA EDD Local Area Unemployment Statistics (LAUS)
2392,2014,Alameda,Newark,21833,22991,1175,0.0504,CA EDD Local Area Unemployment Statistics (LAUS)
2393,2014,Alameda,Oakland,191908,206958,15050,0.0728,CA EDD Local Area Unemployment Statistics (LAUS)
2394,2014,Alameda,Piedmont,5183,5358,191,0.0332,CA EDD Local Area Unemployment Statistics (LAUS)
2395,2014,Alameda,Pleasanton,36266,38000,1741,0.0456,CA EDD Local Area Unemployment Statistics (LAUS)
2396,2014,Alameda,San Leandro,43008,45933,2916,0.0634,CA EDD Local Area Unemployment Statistics (LAUS)
2397,2014,Alameda,Unincorporated Alameda,10395,11165,772,0.0723,CA EDD Local Area Unemployment Statistics (LAUS)
2398,2014,Alameda,Union City,33966,35900,1908,0.0532,CA EDD Local Area Unemployment Statistics (LAUS)
2399,2014,Contra Costa,Antioch,45766,50066,4316,0.0862,CA EDD Local Area Unemployment Statistics (LAUS)
2400,2014,Contra Costa,Brentwood,24491,25841,1358,0.053,CA EDD Local Area Unemployment Statistics (LAUS)
2401,2014,Contra Costa,Clayton,5416,5733,300,0.0548,CA EDD Local Area Unemployment Statistics (LAUS)
2402,2014,Contra Costa,Concord,60500,64900,4391,0.0677,CA EDD Local Area Unemployment Statistics (LAUS)
2403,2014,Contra Costa,Danville,19083,20075,983,0.0498,CA EDD Local Area Unemployment Statistics (LAUS)
2404,2014,Contra Costa,El Cerrito,12508,13233,733,0.055,CA EDD Local Area Unemployment Statistics (LAUS)
2405,2014,Contra Costa,Hercules,12725,13291,550,0.0413,CA EDD Local Area Unemployment Statistics (LAUS)
2406,2014,Contra Costa,Lafayette,11391,11800,391,0.0342,CA EDD Local Area Unemployment Statistics (LAUS)
2407,2014,Contra Costa,Martinez,18850,19950,1108,0.0562,CA EDD Local Area Unemployment Statistics (LAUS)
2408,2014,Contra Costa,Moraga,7016,7341,325,0.0434,CA EDD Local Area Unemployment Statistics (LAUS)
2409,2014,Contra Costa,Oakley,17150,18616,1450,0.0778,CA EDD Local Area Unemployment Statistics (LAUS)
2410,2014,Contra Costa,Orinda,8300,8566,250,0.0301,CA EDD Local Area Unemployment Statistics (LAUS)
2411,2014,Contra Costa,Pinole,9058,9533,516,0.0524,CA EDD Local Area Unemployment Statistics (LAUS)
2412,2014,Contra Costa,Pittsburg,29908,32325,2425,0.0748,CA EDD Local Area Unemployment Statistics (LAUS)
2413,2014,Contra Costa,Pleasant Hill,16725,17641,925,0.0521,CA EDD Local Area Unemployment Statistics (LAUS)
2414,2014,Contra Costa,Richmond,48341,52100,3750,0.0718,CA EDD Local Area Unemployment Statistics (LAUS)
2415,2014,Contra Costa,San Pablo,12433,13758,1316,0.0958,CA EDD Local Area Unemployment Statistics (LAUS)
2416,2014,Contra Costa,San Ramon,36883,38516,1608,0.042,CA EDD Local Area Unemployment Statistics (LAUS)
2417,2014,Contra Costa,Unincorporated Contra Costa,2610,2822,216,0.0669,CA EDD Local Area Unemployment Statistics (LAUS)
2418,2014,Contra Costa,Walnut Creek,31191,32625,1400,0.043,CA EDD Local Area Unemployment Statistics (LAUS)
2419,2014,Marin,Corte Madera,4950,5091,150,0.0297,CA EDD Local Area Unemployment Statistics (LAUS)
2420,2014,Marin,Fairfax,4616,4775,150,0.0315,CA EDD Local Area Unemployment Statistics (LAUS)
2421,2014,Marin,Larkspur,6333,6683,350,0.0528,CA EDD Local Area Unemployment Statistics (LAUS)
2422,2014,Marin,Mill Valley,7166,7400,233,0.0309,CA EDD Local Area Unemployment Statistics (LAUS)
2423,2014,Marin,Novato,27641,28900,1233,0.0425,CA EDD Local Area Unemployment Statistics (LAUS)
2424,2014,Marin,San Anselmo,6633,6900,291,0.0404,CA EDD Local Area Unemployment Statistics (LAUS)
2425,2014,Marin,San Rafael,30950,32408,1458,0.0452,CA EDD Local Area Unemployment Statistics (LAUS)
2426,2014,Marin,Sausalito,4725,4983,250,0.0502,CA EDD Local Area Unemployment Statistics (LAUS)
2427,2014,Marin,Unincorporated Marin,1752,1820,72,0.0337,CA EDD Local Area Unemployment Statistics (LAUS)
2428,2014,Napa,American Canyon,9716,10450,708,0.0678,CA EDD Local Area Unemployment Statistics (LAUS)
2429,2014,Napa,Calistoga,2666,2691,0,0.0128,CA EDD Local Area Unemployment Statistics (LAUS)
2430,2014,Napa,Napa,39141,41675,2525,0.061,CA EDD Local Area Unemployment Statistics (LAUS)
2431,2014,Napa,St. Helena,2775,2883,100,0.0368,CA EDD Local Area Unemployment Statistics (LAUS)
2432,2014,Napa,Unincorporated Napa,1195,1245,50,0.0553,CA EDD Local Area Unemployment Statistics (LAUS)
2433,2014,Napa,Yountville,1158,1216,100,0.0575,CA EDD Local Area Unemployment Statistics (LAUS)
2434,2014,San Francisco,San Francisco,503983,527316,23341,0.0443,CA EDD Local Area Unemployment Statistics (LAUS)
2435,2014,San Mateo,Atherton,2758,2883,100,0.0428,CA EDD Local Area Unemployment Statistics (LAUS)
2436,2014,San Mateo,Belmont,15133,15725,591,0.0374,CA EDD Local Area Unemployment Statistics (LAUS)
2437,2014,San Mateo,Brisbane,2766,2950,175,0.0548,CA EDD Local Area Unemployment Statistics (LAUS)
2438,2014,San Mateo,Burlingame,16583,17141,550,0.0333,CA EDD Local Area Unemployment Statistics (LAUS)
2439,2014,San Mateo,Daly City,58508,61750,3225,0.0522,CA EDD Local Area Unemployment Statistics (LAUS)
2440,2014,San Mateo,East Palo Alto,13550,14525,975,0.0676,CA EDD Local Area Unemployment Statistics (LAUS)
2441,2014,San Mateo,Foster City,17450,18158,725,0.0394,CA EDD Local Area Unemployment Statistics (LAUS)
2442,2014,San Mateo,Half Moon Bay,6775,7066,291,0.0418,CA EDD Local Area Unemployment Statistics (LAUS)
2443,2014,San Mateo,Hillsborough,5041,5233,200,0.0368,CA EDD Local Area Unemployment Statistics (LAUS)
2444,2014,San Mateo,Menlo Park,17450,18050,625,0.0338,CA EDD Local Area Unemployment Statistics (LAUS)
2445,2014,San Mateo,Millbrae,11291,11725,441,0.0369,CA EDD Local Area Unemployment Statistics (LAUS)
2446,2014,San Mateo,Pacifica,22158,23075,916,0.0395,CA EDD Local Area Unemployment Statistics (LAUS)
2447,2014,San Mateo,Redwood City,44625,46433,1808,0.039,CA EDD Local Area Unemployment Statistics (LAUS)
2448,2014,San Mateo,San Bruno,24391,25458,1075,0.0414,CA EDD Local Area Unemployment Statistics (LAUS)
2449,2014,San Mateo,San Carlos,15833,16533,708,0.0422,CA EDD Local Area Unemployment Statistics (LAUS)
2450,2014,San Mateo,San Mateo,57808,60300,2483,0.0413,CA EDD Local Area Unemployment Statistics (LAUS)
2451,2014,San Mateo,South San Francisco,35458,37158,1700,0.0453,CA EDD Local Area Unemployment Statistics (LAUS)
2452,2014,San Mateo,Unincorporated San Mateo,4052,4250,195,0.0451,CA EDD Local Area Unemployment Statistics (LAUS)
2453,2014,Santa Clara,Campbell,23633,24541,933,0.0378,CA EDD Local Area Unemployment Statistics (LAUS)
2454,2014,Santa Clara,Cupertino,27333,28516,1183,0.0422,CA EDD Local Area Unemployment Statistics (LAUS)
2455,2014,Santa Clara,Gilroy,24666,26466,1808,0.0682,CA EDD Local Area Unemployment Statistics (LAUS)
2456,2014,Santa Clara,Los Altos,13383,13858,458,0.034,CA EDD Local Area Unemployment Statistics (LAUS)
2457,2014,Santa Clara,Los Gatos,14741,15266,541,0.0352,CA EDD Local Area Unemployment Statistics (LAUS)
2458,2014,Santa Clara,Milpitas,35883,37741,1850,0.0491,CA EDD Local Area Unemployment Statistics (LAUS)
2459,2014,Santa Clara,Morgan Hill,20591,21866,1266,0.0577,CA EDD Local Area Unemployment Statistics (LAUS)
2460,2014,Santa Clara,Mountain View,46116,48025,1916,0.0399,CA EDD Local Area Unemployment Statistics (LAUS)
2461,2014,Santa Clara,Palo Alto,32875,34100,1225,0.0359,CA EDD Local Area Unemployment Statistics (LAUS)
2462,2014,Santa Clara,San Jose,496991,527733,30766,0.0583,CA EDD Local Area Unemployment Statistics (LAUS)
2463,2014,Santa Clara,Santa Clara,61733,64766,3050,0.047,CA EDD Local Area Unemployment Statistics (LAUS)
2464,2014,Santa Clara,Saratoga,13683,14216,525,0.037,CA EDD Local Area Unemployment Statistics (LAUS)
2465,2014,Santa Clara,Sunnyvale,78650,82516,3858,0.0468,CA EDD Local Area Unemployment Statistics (LAUS)
2466,2014,Santa Clara,Unincorporated Santa Clara,3395,3633,233,0.066,CA EDD Local Area Unemployment Statistics (LAUS)
2467,2014,Solano,Benicia,13733,14416,691,0.0477,CA EDD Local Area Unemployment Statistics (LAUS)
2468,2014,Solano,Dixon,8941,9566,625,0.0651,CA EDD Local Area Unemployment Statistics (LAUS)
2469,2014,Solano,Fairfield,47233,50733,3483,0.0685,CA EDD Local Area Unemployment Statistics (LAUS)
2470,2014,Solano,Rio Vista,2608,3066,450,0.1482,CA EDD Local Area Unemployment Statistics (LAUS)
2471,2014,Solano,Suisun City,13141,14066,933,0.0664,CA EDD Local Area Unemployment Statistics (LAUS)
2472,2014,Solano,Unincorporated Solano,100,100,0,0,CA EDD Local Area Unemployment Statistics (LAUS)
2473,2014,Solano,Vacaville,41025,43708,2658,0.0608,CA EDD Local Area Unemployment Statistics (LAUS)
2474,2014,Solano,Vallejo,51575,57491,5908,0.1029,CA EDD Local Area Unemployment Statistics (LAUS)
2475,2014,Sonoma,Cloverdale,4033,4258,200,0.0488,CA EDD Local Area Unemployment Statistics (LAUS)
2476,2014,Sonoma,Cotati,3908,4241,325,0.0751,CA EDD Local Area Unemployment Statistics (LAUS)
2477,2014,Sonoma,Healdsburg,5333,5600,291,0.0491,CA EDD Local Area Unemployment Statistics (LAUS)
2478,2014,Sonoma,Petaluma,30741,32150,1400,0.0442,CA EDD Local Area Unemployment Statistics (LAUS)
2479,2014,Sonoma,Rohnert Park,21483,22825,1341,0.0589,CA EDD Local Area Unemployment Statistics (LAUS)
2480,2014,Sonoma,Santa Rosa,82266,87808,5550,0.0632,CA EDD Local Area Unemployment Statistics (LAUS)
2481,2014,Sonoma,Sebastopol,4233,4458,200,0.0488,CA EDD Local Area Unemployment Statistics (LAUS)
2482,2014,Sonoma,Sonoma,4991,5266,275,0.0515,CA EDD Local Area Unemployment Statistics (LAUS)
2483,2014,Sonoma,Unincorporated Sonoma,1349,1422,69,0.0437,CA EDD Local Area Unemployment Statistics (LAUS)
2484,2014,Sonoma,Windsor,13116,13775,675,0.0491,CA EDD Local Area Unemployment Statistics (LAUS)
2485,2015,Alameda,Alameda,39108,40808,1683,0.0412,CA EDD Local Area Unemployment Statistics (LAUS)
2486,2015,Alameda,Albany,9466,9775,300,0.0307,CA EDD Local Area Unemployment Statistics (LAUS)
2487,2015,Alameda,Berkeley,58808,61133,2350,0.0383,CA EDD Local Area Unemployment Statistics (LAUS)
2488,2015,Alameda,Dublin,27933,28808,858,0.0298,CA EDD Local Area Unemployment Statistics (LAUS)
2489,2015,Alameda,Emeryville,7475,7708,225,0.0307,CA EDD Local Area Unemployment Statistics (LAUS)
2490,2015,Alameda,Fremont,111216,115533,4308,0.0372,CA EDD Local Area Unemployment Statistics (LAUS)
2491,2015,Alameda,Hayward,72458,77666,5183,0.0667,CA EDD Local Area Unemployment Statistics (LAUS)
2492,2015,Alameda,Livermore,44700,46200,1508,0.0326,CA EDD Local Area Unemployment Statistics (LAUS)
2493,2015,Alameda,Newark,22375,23325,950,0.0408,CA EDD Local Area Unemployment Statistics (LAUS)
2494,2015,Alameda,Oakland,196508,208866,12358,0.0592,CA EDD Local Area Unemployment Statistics (LAUS)
2495,2015,Alameda,Piedmont,5300,5450,141,0.0267,CA EDD Local Area Unemployment Statistics (LAUS)
2496,2015,Alameda,Pleasanton,37516,38958,1441,0.037,CA EDD Local Area Unemployment Statistics (LAUS)
2497,2015,Alameda,San Leandro,44141,46525,2383,0.0514,CA EDD Local Area Unemployment Statistics (LAUS)
2498,2015,Alameda,Unincorporated Alameda,10758,11383,631,0.0563,CA EDD Local Area Unemployment Statistics (LAUS)
2499,2015,Alameda,Union City,34758,36300,1575,0.0432,CA EDD Local Area Unemployment Statistics (LAUS)
2500,2015,Contra Costa,Antioch,46908,50433,3533,0.0702,CA EDD Local Area Unemployment Statistics (LAUS)
2501,2015,Contra Costa,Brentwood,25575,26716,1133,0.0427,CA EDD Local Area Unemployment Statistics (LAUS)
2502,2015,Contra Costa,Clayton,5558,5800,266,0.0442,CA EDD Local Area Unemployment Statistics (LAUS)
2503,2015,Contra Costa,Concord,61683,65258,3583,0.0549,CA EDD Local Area Unemployment Statistics (LAUS)
2504,2015,Contra Costa,Danville,19508,20300,816,0.0402,CA EDD Local Area Unemployment Statistics (LAUS)
2505,2015,Contra Costa,El Cerrito,12816,13400,583,0.0445,CA EDD Local Area Unemployment Statistics (LAUS)
2506,2015,Contra Costa,Hercules,12983,13433,450,0.0335,CA EDD Local Area Unemployment Statistics (LAUS)
2507,2015,Contra Costa,Lafayette,11666,12000,333,0.0276,CA EDD Local Area Unemployment Statistics (LAUS)
2508,2015,Contra Costa,Martinez,19308,20241,916,0.0453,CA EDD Local Area Unemployment Statistics (LAUS)
2509,2015,Contra Costa,Moraga,7183,7458,266,0.0349,CA EDD Local Area Unemployment Statistics (LAUS)
2510,2015,Contra Costa,Oakley,17608,18791,1191,0.0632,CA EDD Local Area Unemployment Statistics (LAUS)
2511,2015,Contra Costa,Orinda,8533,8741,200,0.0242,CA EDD Local Area Unemployment Statistics (LAUS)
2512,2015,Contra Costa,Pinole,9233,9633,408,0.0423,CA EDD Local Area Unemployment Statistics (LAUS)
2513,2015,Contra Costa,Pittsburg,30783,32791,1983,0.0606,CA EDD Local Area Unemployment Statistics (LAUS)
2514,2015,Contra Costa,Pleasant Hill,17050,17800,758,0.0421,CA EDD Local Area Unemployment Statistics (LAUS)
2515,2015,Contra Costa,Richmond,49350,52425,3066,0.0584,CA EDD Local Area Unemployment Statistics (LAUS)
2516,2015,Contra Costa,San Pablo,12725,13791,1075,0.078,CA EDD Local Area Unemployment Statistics (LAUS)
2517,2015,Contra Costa,San Ramon,37666,38991,1316,0.0339,CA EDD Local Area Unemployment Statistics (LAUS)
2518,2015,Contra Costa,Unincorporated Contra Costa,2680,2858,172,0.0524,CA EDD Local Area Unemployment Statistics (LAUS)
2519,2015,Contra Costa,Walnut Creek,32100,33258,1158,0.0347,CA EDD Local Area Unemployment Statistics (LAUS)
2520,2015,Marin,Corte Madera,4983,5108,100,0.0245,CA EDD Local Area Unemployment Statistics (LAUS)
2521,2015,Marin,Fairfax,4658,4783,100,0.026,CA EDD Local Area Unemployment Statistics (LAUS)
2522,2015,Marin,Larkspur,6408,6716,300,0.0439,CA EDD Local Area Unemployment Statistics (LAUS)
2523,2015,Marin,Mill Valley,7216,7416,200,0.0257,CA EDD Local Area Unemployment Statistics (LAUS)
2524,2015,Marin,Novato,28133,29158,1041,0.0353,CA EDD Local Area Unemployment Statistics (LAUS)
2525,2015,Marin,San Anselmo,6666,6908,216,0.0334,CA EDD Local Area Unemployment Statistics (LAUS)
2526,2015,Marin,San Rafael,31133,32333,1216,0.0373,CA EDD Local Area Unemployment Statistics (LAUS)
2527,2015,Marin,Sausalito,4783,5000,200,0.0416,CA EDD Local Area Unemployment Statistics (LAUS)
2528,2015,Marin,Unincorporated Marin,1720,1779,62,0.0288,CA EDD Local Area Unemployment Statistics (LAUS)
2529,2015,Napa,American Canyon,9891,10450,558,0.0548,CA EDD Local Area Unemployment Statistics (LAUS)
2530,2015,Napa,Calistoga,2716,2741,0,0.0102,CA EDD Local Area Unemployment Statistics (LAUS)
2531,2015,Napa,Napa,39841,41891,2050,0.0494,CA EDD Local Area Unemployment Statistics (LAUS)
2532,2015,Napa,St. Helena,2858,2950,100,0.0295,CA EDD Local Area Unemployment Statistics (LAUS)
2533,2015,Napa,Unincorporated Napa,1229,1270,50,0.0485,CA EDD Local Area Unemployment Statistics (LAUS)
2534,2015,Napa,Yountville,1175,1233,91,0.0464,CA EDD Local Area Unemployment Statistics (LAUS)
2535,2015,San Francisco,San Francisco,521566,541416,19841,0.0368,CA EDD Local Area Unemployment Statistics (LAUS)
2536,2015,San Mateo,Atherton,2841,2950,100,0.0346,CA EDD Local Area Unemployment Statistics (LAUS)
2537,2015,San Mateo,Belmont,15516,15991,475,0.03,CA EDD Local Area Unemployment Statistics (LAUS)
2538,2015,San Mateo,Brisbane,2891,3033,108,0.0441,CA EDD Local Area Unemployment Statistics (LAUS)
2539,2015,San Mateo,Burlingame,16991,17458,466,0.0268,CA EDD Local Area Unemployment Statistics (LAUS)
2540,2015,San Mateo,Daly City,59933,62558,2625,0.0422,CA EDD Local Area Unemployment Statistics (LAUS)
2541,2015,San Mateo,East Palo Alto,13875,14683,800,0.0547,CA EDD Local Area Unemployment Statistics (LAUS)
2542,2015,San Mateo,Foster City,18191,18775,600,0.0317,CA EDD Local Area Unemployment Statistics (LAUS)
2543,2015,San Mateo,Half Moon Bay,7066,7333,241,0.0336,CA EDD Local Area Unemployment Statistics (LAUS)
2544,2015,San Mateo,Hillsborough,5150,5316,166,0.0296,CA EDD Local Area Unemployment Statistics (LAUS)
2545,2015,San Mateo,Menlo Park,17858,18366,500,0.0272,CA EDD Local Area Unemployment Statistics (LAUS)
2546,2015,San Mateo,Millbrae,11566,11916,350,0.0296,CA EDD Local Area Unemployment Statistics (LAUS)
2547,2015,San Mateo,Pacifica,22691,23425,741,0.0318,CA EDD Local Area Unemployment Statistics (LAUS)
2548,2015,San Mateo,Redwood City,46825,48341,1508,0.0315,CA EDD Local Area Unemployment Statistics (LAUS)
2549,2015,San Mateo,San Bruno,24991,25850,858,0.0335,CA EDD Local Area Unemployment Statistics (LAUS)
2550,2015,San Mateo,San Carlos,16225,16783,566,0.034,CA EDD Local Area Unemployment Statistics (LAUS)
2551,2015,San Mateo,San Mateo,59308,61341,2033,0.0332,CA EDD Local Area Unemployment Statistics (LAUS)
2552,2015,San Mateo,South San Francisco,36308,37691,1383,0.0367,CA EDD Local Area Unemployment Statistics (LAUS)
2553,2015,San Mateo,Unincorporated San Mateo,4137,4310,166,0.0369,CA EDD Local Area Unemployment Statistics (LAUS)
2554,2015,Santa Clara,Campbell,24175,24916,758,0.0303,CA EDD Local Area Unemployment Statistics (LAUS)
2555,2015,Santa Clara,Cupertino,27908,28900,958,0.0338,CA EDD Local Area Unemployment Statistics (LAUS)
2556,2015,Santa Clara,Gilroy,25575,27058,1483,0.0548,CA EDD Local Area Unemployment Statistics (LAUS)
2557,2015,Santa Clara,Los Altos,13875,14275,391,0.0272,CA EDD Local Area Unemployment Statistics (LAUS)
2558,2015,Santa Clara,Los Gatos,15058,15508,441,0.0282,CA EDD Local Area Unemployment Statistics (LAUS)
2559,2015,Santa Clara,Milpitas,38683,40266,1583,0.0391,CA EDD Local Area Unemployment Statistics (LAUS)
2560,2015,Santa Clara,Morgan Hill,21525,22566,1041,0.0463,CA EDD Local Area Unemployment Statistics (LAUS)
2561,2015,Santa Clara,Mountain View,47841,49391,1583,0.0319,CA EDD Local Area Unemployment Statistics (LAUS)
2562,2015,Santa Clara,Palo Alto,33600,34583,991,0.0287,CA EDD Local Area Unemployment Statistics (LAUS)
2563,2015,Santa Clara,San Jose,514233,539441,25200,0.0466,CA EDD Local Area Unemployment Statistics (LAUS)
2564,2015,Santa Clara,Santa Clara,65241,67808,2558,0.0377,CA EDD Local Area Unemployment Statistics (LAUS)
2565,2015,Santa Clara,Saratoga,14008,14425,425,0.0297,CA EDD Local Area Unemployment Statistics (LAUS)
2566,2015,Santa Clara,Sunnyvale,81450,84616,3175,0.0375,CA EDD Local Area Unemployment Statistics (LAUS)
2567,2015,Santa Clara,Unincorporated Santa Clara,3520,3654,150,0.0422,CA EDD Local Area Unemployment Statistics (LAUS)
2568,2015,Solano,Benicia,14091,14641,566,0.0384,CA EDD Local Area Unemployment Statistics (LAUS)
2569,2015,Solano,Dixon,9191,9700,525,0.0525,CA EDD Local Area Unemployment Statistics (LAUS)
2570,2015,Solano,Fairfield,48816,51700,2866,0.0555,CA EDD Local Area Unemployment Statistics (LAUS)
2571,2015,Solano,Rio Vista,2733,3100,383,0.1219,CA EDD Local Area Unemployment Statistics (LAUS)
2572,2015,Solano,Suisun City,13475,14225,758,0.0536,CA EDD Local Area Unemployment Statistics (LAUS)
2573,2015,Solano,Unincorporated Solano,100,100,0,0,CA EDD Local Area Unemployment Statistics (LAUS)
2574,2015,Solano,Vacaville,42116,44291,2183,0.0491,CA EDD Local Area Unemployment Statistics (LAUS)
2575,2015,Solano,Vallejo,52866,57683,4833,0.0838,CA EDD Local Area Unemployment Statistics (LAUS)
2576,2015,Sonoma,Cloverdale,4100,4291,191,0.0388,CA EDD Local Area Unemployment Statistics (LAUS)
2577,2015,Sonoma,Cotati,4000,4250,241,0.0599,CA EDD Local Area Unemployment Statistics (LAUS)
2578,2015,Sonoma,Healdsburg,5466,5683,208,0.039,CA EDD Local Area Unemployment Statistics (LAUS)
2579,2015,Sonoma,Petaluma,31508,32666,1141,0.035,CA EDD Local Area Unemployment Statistics (LAUS)
2580,2015,Sonoma,Rohnert Park,21908,23000,1083,0.0468,CA EDD Local Area Unemployment Statistics (LAUS)
2581,2015,Sonoma,Santa Rosa,84025,88483,4450,0.0504,CA EDD Local Area Unemployment Statistics (LAUS)
2582,2015,Sonoma,Sebastopol,4308,4491,200,0.0388,CA EDD Local Area Unemployment Statistics (LAUS)
2583,2015,Sonoma,Sonoma,5083,5300,208,0.0409,CA EDD Local Area Unemployment Statistics (LAUS)
2584,2015,Sonoma,Unincorporated Sonoma,1336,1394,57,0.0408,CA EDD Local Area Unemployment Statistics (LAUS)
2585,2015,Sonoma,Windsor,13341,13883,541,0.0388,CA EDD Local Area Unemployment Statistics (LAUS)
2586,2016,Alameda,Alameda,39850,41508,1641,0.0398,CA EDD Local Area Unemployment Statistics (LAUS)
2587,2016,Alameda,Albany,8925,9250,341,0.0369,CA EDD Local Area Unemployment Statistics (LAUS)
2588,2016,Alameda,Berkeley,59791,62308,2516,0.0404,CA EDD Local Area Unemployment Statistics (LAUS)
2589,2016,Alameda,Dublin,29275,30350,1091,0.0359,CA EDD Local Area Unemployment Statistics (LAUS)
2590,2016,Alameda,Emeryville,6625,6866,275,0.0378,CA EDD Local Area Unemployment Statistics (LAUS)
2591,2016,Alameda,Fremont,113308,117966,4633,0.0392,CA EDD Local Area Unemployment Statistics (LAUS)
2592,2016,Alameda,Hayward,73833,77466,3633,0.0468,CA EDD Local Area Unemployment Statistics (LAUS)
2593,2016,Alameda,Livermore,45875,47591,1733,0.0362,CA EDD Local Area Unemployment Statistics (LAUS)
2594,2016,Alameda,Newark,22933,23941,1008,0.0418,CA EDD Local Area Unemployment Statistics (LAUS)
2595,2016,Alameda,Oakland,199783,210033,10266,0.0489,CA EDD Local Area Unemployment Statistics (LAUS)
2596,2016,Alameda,Piedmont,5008,5133,100,0.0221,CA EDD Local Area Unemployment Statistics (LAUS)
2597,2016,Alameda,Pleasanton,39391,40908,1475,0.0368,CA EDD Local Area Unemployment Statistics (LAUS)
2598,2016,Alameda,San Leandro,44683,46733,2066,0.0442,CA EDD Local Area Unemployment Statistics (LAUS)
2599,2016,Alameda,Unincorporated Alameda,10901,11473,573,0.0499,CA EDD Local Area Unemployment Statistics (LAUS)
2600,2016,Alameda,Union City,35666,37266,1625,0.0433,CA EDD Local Area Unemployment Statistics (LAUS)
2601,2016,Contra Costa,Antioch,47733,50575,2841,0.0566,CA EDD Local Area Unemployment Statistics (LAUS)
2602,2016,Contra Costa,Brentwood,26633,28008,1350,0.0485,CA EDD Local Area Unemployment Statistics (LAUS)
2603,2016,Contra Costa,Clayton,5366,5566,200,0.0366,CA EDD Local Area Unemployment Statistics (LAUS)
2604,2016,Contra Costa,Concord,62591,65300,2716,0.0415,CA EDD Local Area Unemployment Statistics (LAUS)
2605,2016,Contra Costa,Danville,19858,20716,825,0.0401,CA EDD Local Area Unemployment Statistics (LAUS)
2606,2016,Contra Costa,El Cerrito,13225,13708,483,0.0352,CA EDD Local Area Unemployment Statistics (LAUS)
2607,2016,Contra Costa,Hercules,13191,13775,566,0.0407,CA EDD Local Area Unemployment Statistics (LAUS)
2608,2016,Contra Costa,Lafayette,11958,12408,450,0.0361,CA EDD Local Area Unemployment Statistics (LAUS)
2609,2016,Contra Costa,Martinez,19658,20500,841,0.0411,CA EDD Local Area Unemployment Statistics (LAUS)
2610,2016,Contra Costa,Moraga,6958,7225,250,0.0347,CA EDD Local Area Unemployment Statistics (LAUS)
2611,2016,Contra Costa,Oakley,18216,19225,1000,0.0521,CA EDD Local Area Unemployment Statistics (LAUS)
2612,2016,Contra Costa,Orinda,8291,8525,200,0.0264,CA EDD Local Area Unemployment Statistics (LAUS)
2613,2016,Contra Costa,Pinole,9325,9641,308,0.0338,CA EDD Local Area Unemployment Statistics (LAUS)
2614,2016,Contra Costa,Pittsburg,31791,33525,1750,0.052,CA EDD Local Area Unemployment Statistics (LAUS)
2615,2016,Contra Costa,Pleasant Hill,17308,18050,741,0.0408,CA EDD Local Area Unemployment Statistics (LAUS)
2616,2016,Contra Costa,Richmond,50125,52750,2625,0.0497,CA EDD Local Area Unemployment Statistics (LAUS)
2617,2016,Contra Costa,San Pablo,12958,13633,666,0.0496,CA EDD Local Area Unemployment Statistics (LAUS)
2618,2016,Contra Costa,San Ramon,37966,39450,1508,0.0376,CA EDD Local Area Unemployment Statistics (LAUS)
2619,2016,Contra Costa,Unincorporated Contra Costa,2734,2889,152,0.047,CA EDD Local Area Unemployment Statistics (LAUS)
2620,2016,Contra Costa,Walnut Creek,32666,33975,1333,0.039,CA EDD Local Area Unemployment Statistics (LAUS)
2621,2016,Marin,Corte Madera,4883,5016,133,0.0291,CA EDD Local Area Unemployment Statistics (LAUS)
2622,2016,Marin,Fairfax,4583,4683,100,0.0217,CA EDD Local Area Unemployment Statistics (LAUS)
2623,2016,Marin,Larkspur,6491,6725,208,0.0341,CA EDD Local Area Unemployment Statistics (LAUS)
2624,2016,Marin,Mill Valley,7091,7200,100,0.0167,CA EDD Local Area Unemployment Statistics (LAUS)
2625,2016,Marin,Novato,28716,29708,1008,0.0334,CA EDD Local Area Unemployment Statistics (LAUS)
2626,2016,Marin,San Anselmo,6700,7041,316,0.0467,CA EDD Local Area Unemployment Statistics (LAUS)
2627,2016,Marin,San Rafael,31408,32441,1041,0.0321,CA EDD Local Area Unemployment Statistics (LAUS)
2628,2016,Marin,Sausalito,4483,4666,200,0.0425,CA EDD Local Area Unemployment Statistics (LAUS)
2629,2016,Marin,Unincorporated Marin,1727,1785,50,0.0091,CA EDD Local Area Unemployment Statistics (LAUS)
2630,2016,Napa,American Canyon,9383,9916,533,0.0552,CA EDD Local Area Unemployment Statistics (LAUS)
2631,2016,Napa,Calistoga,2683,2758,100,0.0245,CA EDD Local Area Unemployment Statistics (LAUS)
2632,2016,Napa,Napa,39633,41475,1858,0.0448,CA EDD Local Area Unemployment Statistics (LAUS)
2633,2016,Napa,St. Helena,2675,2850,183,0.0567,CA EDD Local Area Unemployment Statistics (LAUS)
2634,2016,Napa,Unincorporated Napa,1175,1191,50,0.0353,CA EDD Local Area Unemployment Statistics (LAUS)
2635,2016,Napa,Yountville,1100,1158,0,0.0331,CA EDD Local Area Unemployment Statistics (LAUS)
